Unnamed: 0,job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips
10,9615617,"Glastender, Inc.",Inside Customer Service Associate,"Glastender Inc. is a family-owned manufacturer of commercial bar and restaurant equipment, known for its high-quality products and innovative solutions. With a strong commitment to the customer experience, Glastender has been serving the industry for over 50 years, providing establishments with state-of-the-art equipment and exceptional service.We are currently looking for an Inside Customer Service Associate who can communicate with outside customers by providing exceptional customer service by addressing their concerns and resolving issues promptly (inquiries, orders, and product information via phone and email). Qualified candidates would be able to perform and possess the following skills:Design bar equipment layouts using the best application of Glastender products.Compile and submit quotations, perform order verification, order entry, and complete detailed shop drawings for use in production.Strong communication and organizational skills and demonstrated attention to detailStay updated on product knowledge and industry trends to effectively assist customers.Maintain customer records and update the computer systems with relevant information.Strong computer experience, with word processing and spreadsheet software (AutoCad software experience preferred). Able to multi-task and navigate different software programs efficiently.Experience in a business sales setting and/or college courses in business and marketing preferredPrevious customer service experience requiredIf you are excited about providing exceptional customer service and thrive in a collaborative team environment, we want to hear from you. You will play a pivotal role in supporting our sales team and ensuring a seamless experience for our customers. This position is perfect for individuals with a passion for customer service and a great approach to sales support.Join Glastender Inc. and be a part of an industry leader committed to excellence in every aspect of our business.",,,"Saginaw, MI",1194336.0,4.0,,,Full-time,1.0,1713210566000.0,,https://www.linkedin.com/jobs/view/9615617/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715802566000.0,,,"The Production Supervisor must possess strong leadership skills with a demonstrated ability to organize a team and its production processes to meet specific targets. A college degree and/or five to seven years related work experience is required. Knowledge of lean manufacturing concepts is also required. This person should also posses excellent communication and organizational skills. Computer competency is necessary, as well as good presentation and training skills.",1713210566000.0,,0,FULL_TIME,,,,48601.0,26145.0
11,11009123,PGAV Destinations,Project Architect,"PGAV Destinations is seeking a self-motivated and highly creative individual with a good understanding of the technical aspects of architecture. The candidate must be able to learn quickly, be collaborative, have a strong work ethic, and be able to execute or work on multiple projects simultaneously. This team member would also be instrumental in the coordination of design-intensive, complex projects and should possess strong leadership qualities in order to guide less experienced teammates over the course of the projects. Project work will include all levels and phases of design from concept through construction documentation and construction administration.
Education and ExperienceBachelor’s or Master’s of Architecture from an accredited college or university5-10 years of experience in an architectural firmSkillsGreat hand and digital sketching abilitiesProficiency in Revit, AutoCAD, and Microsoft Office SuiteProficiency in Adobe Creative SuiteProficiency in 3D modeling software such as Rhino, SketchUp, and/or 3ds Max is preferredExcellent verbal and written skillsKnowledge of Code and ADA with ability to perform code analysisIn depth understanding and expertise of architectural building systemsJob RequirementsAbility to travel as neededCommunicate thoughts and ideas with the project team and clientsStrong ability to coordinate detailed conditions with the consultant teamAbility to be self-directed and problem-solve without continued daily directionLicensure preferred but not requiredConstruction Administration / On-site or In-the-Field experience preferred but not required.Ability to lead small and large-scale projects from Concept Design thru Construction Administration in collaboration with a Project Manager or Senior Project Architect
To apply, send your resume, portfolio, and one-page cover letter (maximum file size 9 MB) to venita.davidson@pgav.com
",,,"St Louis, MO",93456.0,2.0,,,Full-time,,1712858322000.0,,https://www.linkedin.com/jobs/view/11009123/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715450322000.0,,,,1712858322000.0,,0,FULL_TIME,,,,63367.0,29183.0
12,56482768,,Appalachian Highlands Women's Business Center,"FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeDepartment: Kingsport Office of Small Business Development & Entrepreneurship (KOSBE)Reports to: Chief Business Development Officer, Kingsport Chamber - KOSBEDirect Reports: AppH-WBC StaffType of Position: DirectorWork Schedule: Full-Time (40 hours per week). Exempt Status: ExemptLocation: This is not a remote position, this is in office in Kingsport, Tenn. AppH-WBC is located in Kingsport, Tennessee, under the Kingsport Chamber and within the Kingsport Office of Small Business Development & Entrepreneurship (KOSBE). The office is within walking distance to downtown living, dining and shopping.ABOUT KOSBE:In 2004, the Kingsport Chamber and City of Kingsport jointly formed the Kingsport Office of Small Business Development & Entrepreneurship (KOSBE), to specifically nurture, counsel and encourage the continued robust growth and development of startups and existing small businesses in Kingsport, Tennessee. We are a technical assistance provider offering assistance including but not limited to: forming a business, how to write business plans, business plan reviews, obtaining capital for start-up or expansion, pursuing government contracts, analyzing financial and management performance, proving business case, developing existing and new business, and planning for succession.On February 15, 2011 the Kingsport Chamber announced the new partnership between KOSBE and the Tennessee Small BusinessFULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeDevelopment Center (TSBDC) becoming the TSBDC at ETSU Kingsport Affiliate Office. Through its affiliation with TSBDC at ETSU, the Kingsport Affiliate Office covers a wider service area, including Grainger, Hamblen, Hancock, Hawkins and Sullivan counties.ABOUT THE APPALACHIAN HIGHLANDS WOMEN’S BUSINESS CENTER:SBA Women's Business Centers (WBCs) are a part a national network of entrepreneurship centers throughout the United States and its territories, which are designed to assist women in starting and growing small businesses. The mission of the Appalachian Highlands Women’s Business Center (AppH-WBC) is to serve women-owned small business concerns and women entrepreneurs by:Providing business training and counselingFacilitating securing federal contracts and access to credit andcapitalConnecting clients to the full array of SBA resourcesPROGRAM HIGHLIGHTS:The Small Business Administration is a program partner and the primary funding agency for the AppH-WBC.A cooperative agreement exists between the funding partner and the Kingsport Chamber Foundation which details program goals, objectives and expected outcomes.The client and program service area includes 10 counties: Sullivan, Grainger, Hamblen, Hancock, Hawkins, Carter, Johnson, Greene, Washington and Unicoi. Primary servicing will be done in Kingsport, however, traveling to surrounding counties is also required when necessary.Collaboration between internal programs is expected, in addition to partnerships with community resources including state agencies, local municipalities and trade organizations.FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, Tennessee• This job requires occasional overnight travel including both in-state and out-of-state travel, and some weekend and evening hours. All travel by personal vehicle is reimbursed at current General Services Administration (GSA) per diem rates.ABOUT THIS ROLE:This position is responsible for the development training programs that address the needs of women and minority entrepreneurs. The position will manage human and financial resources of the organization to achieve the mission of the AppH-WBC. The position will develop and foster partnerships with other resource providers in the service area to offer collaborative, innovative and a comprehensive scope of services to meet the needs of the client.IN THIS ROLE, YOU WILL:Provide strategic direction and guidance in alignment with the AppH-WBC mission and vision.Develop and deliver training and counseling programs for women and minority entrepreneurs.Plan and oversee the execution of AppH-WBC’s conferences, seminars and education and training events across service area.Establish an advisory council that supports the AppH-WBC’s vision.Work with the Kingsport Chamber leadership and staff in support ofprogram operations and fiscal management.Oversee AppH-WBC financial reporting, approve expenditures, andmanage AppH-WBC budget.Provide performance reports and statistical activities to SBA asrequired and other groups as needed, ensuring deadlines are metand information is accurate.Manage all marketing and publishing campaigns, AppH-WBCnewsletters and marketing materials.Oversee the AppH-WBC client database.FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeMaintain an effective record-keeping and reporting system to document various aspects of AppH-WBC services supplied to clients including specific workshops and training topics, and identification of client impact and outcomes.Provide oversight of the AppH-WBC website content in accordance with SBA guidelines.Provide oversight of performance of AppH-WBC personnel, private consultants, and contractors to ensure optimization of program resources.Establish a cohesive team, clearly communicating technical leadership and expertise, department mission, functions, and procedures focused on staff development and long-term succession planning.Identify and engage in program fundraising as approved by the Kingsport Chamber Foundation and SBA to sustain and grow AppH- WBC operations through sponsors, cooperative agreements, grants, and contract opportunities with public or private organizations.Develop, coordinate, and implement the overall marketing of AppH- WBC services to existing and potential clients, stakeholders, and community partners.Perform related duties and responsibilities as required. PERFORMANCE INDICATORS:Advisory Council: Identify relevant subject matter experts to serve in an advisory capacity to the AppH-WBC as advocates and ambassadors of the AppH-WBC and its programming.Partnerships and Engagement: Develop relationships in the service area to engage in the service offerings and to attract clients and resource partners to the AppH-WBC.Fundraising: Engage in fundraising activities in compliance with SBA guidelines to support the operations of the AppH-WBC, and to meet budget and match requirements.FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, Tennessee• Staff development and expectations: Create performance development plans in partnership with staff to promote a career growth strategy, and to optimize staff talent and employee well- being.DESIRED SKILLS AND EXPERIENCE:Program development.Higher education or relevant certificate program completion.Serial entrepreneur who has started, scaled, and exited multiplecompanies.An equivalent combination of education and experience sufficientto successfully perform the essential job duties may be considered.Demonstrated knowledge and experience of community economicdevelopment, Small Business counseling, business acumen andentrepreneurship, budget and financial statements.Excellent customer service & leadership skills.A demonstrated track record of successful project management.Self-starter and the ability to meet deadlines, manage timelines andbudgets.Demonstrated success in delivering high-quality work products on aconsistent, reliable basis.Highly organized and detail oriented.Proficiency with Microsoft products, Excel, Customer RelationshipManagement systems, Learning Management Systems, ProjectManagement tools, and social media platforms.Ability to take on responsibilities independently with generalsupervision.Ability to multi-task under deadlines and work well under pressure.Operates in confidentiality and integrity.Works collaboratively and serves as primary interface with variousstakeholders.FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeExcellent oral and written communication skills; strong understanding of organizational behavior and design; strong interpersonal and relationship skills; and a proven ability to work with diverse communities, leaders, and staff.Strong facilitation, consensus building, and strategic thinking skills are required.Skilled at fundraising and can make the ask. WORK ENVIRONMENTPrivate office.Shared resource center and use of some shared office equipment.Shared conference space(s).Shared front desk receptionist.YOU CAN EXPECT:Salary commensurate with experience.Culture of camaraderie with a supportive environment wherecolleagues form genuine friendships.A competitive benefits package including paid time off and sickleave, health and dental insurance, life and long-term disability insurance, and a 401(k)-retirement plan with employer contributions (5%) and optional employee pre-tax contributions.A background check conditional for job offer.The Kingsport Chamber Foundation is an equal opportunityemployer.Professional development (mandatory attendance at industryconferences and training).HOW TO APPLY:For consideration, interested candidates must submit a resume to hr@kingsportchamber.org by May 3rd, 2024, 6:00 PM EDT. ",,,"Kingsport, TN",,2.0,,,Full-time,,1712870267000.0,,https://www.linkedin.com/jobs/view/56482768/?trk=jobs_biz_prem_srch,,SimpleOnsiteApply,1715462267000.0,,,"Skills/Qualifications: Two-year or four-year degree in business or marketing and 0—2 years of previous experience. Position requires outstanding verbal skills and the ability to handle multiple tasks. Must be proficient in Microsoft Word, Outlook, Excel, Power Point, and Constant Contact. Social media knowledge and some graphic design skills would be a definite advantage. ",1712870267000.0,,0,FULL_TIME,,,,37660.0,47163.0
13,56924323,,Structural Engineer,"Universal Structural Engineers is seeking a structural engineer with or without a P.E. license who is self-motivated and willing to thrive with every new challenge. Our firm designs a diverse range of projects from new schools to seismic retrofit to government buildings in Japan. Emphasis is placed on an innovative, interactive approach to quality design.  
Competitive pay and benefits provided. Please visit us on the web at www.UniversalStructuralEngineers.com. ",,,"San Mateo, CA",,2.0,,,Full-time,,1712460580000.0,,https://www.linkedin.com/jobs/view/56924323/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715052580000.0,,,"Job Overview: Manage a project from start to finish under the supervision of a S.E. Manage personnel assisting in the project. Collaborate with fellow engineers to provide the most efficient, cost effective design. Understanding of current building codes. Work with the following software: Lpile, Risa, Ramsteel, Enercalc, Excel and similar software. Work with Architects and Contractors to discuss project requirements and quickly resolve issues. Analyze, design and detail structures, respond to plan check comments and manage construction administration. Perform field visits to document existing structures. Write reports. Perform field visit to fill out ASCE 31 checklists and analyze building buildings per ASCE 31 and ASCE 41.",1712460580000.0,,0,FULL_TIME,,,,94401.0,6081.0
14,69333422,Staffing Theory,Senior Product Marketing Manager,"A leading pharmaceutical company committed to developing and commercializing innovative and high-quality medicines that improve the lives of patients is now hiring for a Senior Product Marketing Manager. This role will be responsible for developing and executing marketing strategies for one or more pharmaceutical products. This individual will work closely with cross-functional teams including sales, medical affairs, market research, and commercial operations to develop and implement integrated marketing plans that drive product awareness, adoption, and revenue growth.
Responsibilities: Develop and implement integrated marketing plans for our pharmaceutical productsAct as the Marketing point on patient support initiatives including, patient HUB, patient advocacy groups, and bridge programLeverage insights and analysis of customer needs and market environment to inform marketing strategies and develop tactical plansWork closely with cross-functional teams to develop and execute product-specific promotional campaigns across multiple channels including digital, print, and events.Manage product-specific budgets and track performance against marketing objectives and KPIs. Participate in the development of product launch plans and ensure effective execution of launch activities. Collaborate with Training to identify training needs and develop and deliver sales force training materials to address these needs﻿Requirements: Minimum of 7 years of experience in pharmaceutical product marketing, with a demonstrated track record of success. Experience in immunology and preferably, in gastroenterology Strong knowledge of the pharmaceutical industry, including regulatory requirements, product development, and commercialization. Excellent communication and interpersonal skills, with the ability to collaborate effectively across cross-functional teams. Strong analytical skills and ability to analyze market research data to inform marketing strategies. Ability to manage budgets and track performance against marketing objectives. Ability to work independently and in a team environment.Willingness to travel up to 20% of is required.
",,,United States,27097933.0,2.0,,,Full-time,,1713537397000.0,1.0,https://www.linkedin.com/jobs/view/69333422/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1729089354000.0,,,,1713537397000.0,,0,FULL_TIME,,,,,
15,83789755,OsteoStrong,Osteogenic Loading Coach,"Company DescriptionOsteoStrong® is not a gym, diet, supplement, pharmaceutical, or a medical treatment. OsteoStrong® is a unique place where you can go to improve your overall health by focusing on the one thing we all have in common: a skeletal system.The skeletal system is the foundation for your body and provides more than just strength and protection. It is arguably one of the most critical systems of the human body, and by implementing a strategy to care for and strengthen it, many experience the following results:
• Improved bone density• Improved posture• Improved balance• Improved athletic performance• Less joint and back pain
OsteoStrong® works for people at all ages and levels of activity to promote skeletal strength which impacts the entire body in many ways using a process known as Osteogenic Loading. Sessions are quick, painless, and results are measurable and happen quickly. There are a few things to know prior to coming in your first time so that you can make the best of the experience. Job DescriptionAre you passionate about empowering others? We mainly work with women over 50, to help rebuild lost bone density so they can age with strength and grace. Join our fun team at OsteoStrong as a coach! We are specifically focused on building bone density, fracture prevention, and strength and balance improvement. We are one of the fastest-growing wellness franchises in the world and are committed to helping others live healthier, more fulfilling lives. What we do allows people to continue to do the things that bring them joy! Are you looking for three day weekends virtually every week? We're open Monday through Thursday and do not expect 40 hours from you.
Responsibilities:Instruct/coach members daily on our four osteogenic loading devices. The osteogenic loading devices help members effectively load their own skeletal system safely. The result is significantly increasing bone density at a rate of 7-14% in 1 year, thereby reducing the risk of fractures, while improving overall strength, stamina and balance. Educate clients on proper form and technique (Don't worry; we'll train you how to do this!) to prevent injuries and maximize effectiveness of their weekly sessions.Assist members with our other ""Bio Hack"" therapies: red light therapy, PEMI (pulsed electromagnetic induction therapy), compression boots, hydromassage, and vibration therapy. Be friendly because our members expect results and we deliver; but what matters most is how you make them feel today!Learn about bone health, osteoporosis, and fracture prevention, etc. Communicate clearly with kindness via phone, text, and email.Help ensure a fun, supportive, and energizing experience for our members, delivering exceptional customer service at all times.Use computers for administration, and member communication. Requirements:A bachelor's degree in exercise science, kinesiology, sports science, or a related field preferred but not required. Experience in the health field is a plus.Relevant certifications such as Certified Personal Trainer (CPT), Certified Strength and Conditioning Specialist (CSCS), or equivalent, with a focus on senior fitness is highly desirable.Previous experience in coaching, personal training, or wellness helps.Strong interest in helping others, and predominantly an aging population to live better lives.Excellent communication and interpersonal skills, with the ability to build rapport and motivate individuals of diverse backgrounds and fitness levels.Empathetic and compassionate approach, with the ability to create a supportive environment for members.Strong organizational skills and attention to detail, ensuring accurate documentation, record-keeping, and communication.Ability to work independently as well as collaboratively within a team.
Benefits:Osteogenic Loading equipment for yourself and a significant other. Free access to all our modalities! Red light Therapy, Hydromassage, Pulse Electromagnetic therapy (PEMI Mat), Normatec Compression therapy, vibration therapy, and X3 (variable resistance training program) 
Experience:Customer service: 1 year (Preferred)Health, Fitness, or Medical: 1 year (Preferred)
Interested applicants should email a cover letter with resume to anchoragemidtown@osteostrong.me OsteoStrong is an equal opportunity employer.",,,"Anchorage, AK",3810432.0,4.0,,,Full-time,,1713466434000.0,,https://www.linkedin.com/jobs/view/83789755/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716058434000.0,,,,1713466434000.0,,0,FULL_TIME,,,,99501.0,2020.0
16,95428182,CLEVELAND KIDS BOOK BANK,Administrative Coordinator,"Job Title: Administrative CoordinatorOrganization: Cleveland Kids’ Book BankLocation: MidTown Cleveland WarehousePosition Type: F/T 40 hours per weekHourly Rate: $25Schedule: Monday – Friday 9:00 am – 5:00 pmReports to: Executive DirectorSupervises: NoneDescription:The Cleveland Kids’ Book Bank seeks an Administrative Coordinator who will play a pivotal rolein ensuring the successful operation of administrative functions within the organization. Thismultifaceted position encompasses various responsibilities, including administrative fiscalmanagement, office management and purchasing, customer relationship management (CRM /donor database) and administrative functions for HR and employee benefits.Key Responsibilities:Fiscal Coordination:Process invoices, expense reports, and vendor payments accurately and in a timely manner.Monitor accounts receivable, follow up on outstanding payments, and maintain records of transactions.Update QuickBooks software to track financial transactions, generate reports, and ensure compliance with accounting standards.Prepare and make bank deposits accurately and promptly.Manage petty cash funds and reconcile petty cash transactions.Reconcile credit card statements and ensure accuracy of transactions.○ Properly file expenses with required documentation.Resolve discrepancies and follow up on outstanding items.Perform monthly bank and account reconciliations to ensure accuracy of financial records.Investigate and resolve any discrepancies.Donor Database Management:Maintain and update donor information in the organization’s database.Complete ongoing audits and clean up of the database for accuracy.Generate reports and donor acknowledgments as needed.Human Resources and Benefits:Assist with HR duties such as onboarding paperwork, maintaining employee records, and coordinating benefits enrollment.Assist in the planning, execution, and tracking of various business and HR projects and initiatives.Process payroll accurately and in compliance with applicable laws and regulations.Maintain payroll records and address employee inquiries regarding payroll matters.Office Management:Order office and operational supplies and equipment with cost-effective procurement practices.Liaise with vendors to negotiate pricing and terms.Monitor inventory levels and order as needed.Coordinate meetings, conferences, and events, ensuring timely scheduling and distribution of relevant materials.Prepare and edit documents, reports, and presentations.Provide administrative assistance to Directors and Managers, including managing calendars, and light travel arrangements and expense reporting.Facilitate communication between departments to promote collaboration and information sharing.Provide administrative assistance to Directors and Managers, including managing calendars, and light travel arrangements and expense reporting.Qualifications:Bachelor’s degree in Business Administration, Finance, Accounting, or a related field preferred.Previous experience in administrative roles, with exposure to accounts payable/receivable, payroll processing, and financial management.Proficiency in QuickBooks and Google Suite.Experience using donor databases (Little Green Light preferred).Strong organizational and time management skills, with attention to detail.Excellent communication and interpersonal abilities.Ability to multitask and prioritize tasks effectively in a fast-paced environment.Knowledge of HR processes and benefits administration is a plus.Reports to: Executive DirectorBenefits:Competitive salary, healthcare benefits, paid time off, and professional development opportunities.Application Instructions:To apply, please submit a resume and cover letter outlining your qualifications and interest in the position to hr@kidsbookbank.org.The organization is committed to diversity, equity, and inclusion and encourages individuals fromall backgrounds to apply.Note: This position description outlines the primary duties and responsibilities of the Administrative Coordinator role. Additional tasks may be assigned based on organizationalneeds and priorities.Culture:At the Kids’ Book Bank, we are a small but mighty team dedicated to getting more books to more children and fostering a love of reading. We embrace creativity, collaboration, and respect for one another. Each team member is deeply passionate about our work, and we are always open to new approaches and partnerships.The Cleveland Kids’ Book Bank is an equal opportunity employer. We make hiring decisions without regard to race, religion, sex, national origin, ethnicity, age, disability, sexual orientation, gender identity, or medical condition.",,HOURLY,"Cleveland, OH",55624331.0,1.0,25.0,,Full-time,,1712855686000.0,,https://www.linkedin.com/jobs/view/95428182/?trk=jobs_biz_prem_srch,https://www.kidsbookbank.org/employment/,OffsiteApply,1715447686000.0,,,,1712855686000.0,,0,FULL_TIME,USD,BASE_SALARY,52000.0,44102.0,39035.0
17,103860943,,Customer Service / Reservationist,"Sentinel Limousine of East Providence RI is a family owned business that was established in 1987. We are seeking a Second Shift Customer Service Representative for our local office. Job Description: The Customer Service / Reservationist is responsible for booking, coordinating and securing ground transportation itineraries for our corporate and retail clients. The Reservationist will work side-by-side with management and the chauffeur staff to ensure all reservations are accurate, assigned and in accordance with the company’s policy. Essential Functions: Responds to ground transportation requests from retail and corporate clients, affiliates, travel agents, and referral networks, concerning reservations arriving by email, telephone, fax, or through a central on-line reservation system. Creates and maintains reservation records, prepares and send confirmation and promptly processes any cancellations and modifications. Knowledge, Skills and Abilities: Advanced customer service and communication skills Great telephone presence Ability to multi-task, prioritize and work efficiently with critical attention to details Ability to perform at high-level in fast past work environment Sensitivity to confidentiality Possess outstanding organizational and time management skills Knowledgeable of Rhode Island and Massachusetts roads Must be teachable Critical thinker and problem solver Duties and responsibility: Maintain complete knowledge and capabilities of fleet and associated services Knows the selling/pricing status, rates, and benefits of all packages plans Review and prepares confirmations, insuring accuracy prior to sending to clients Process reservation cancellations and modifications in a timely manner Understands the company's policy on late cancellations and no-shows Handles daily correspondence; responds to inquiries and makes reservations as needed Makes sure that files are kept up to date Maintains a clean and neat appearance and work area at all times Promotes goodwill by beings courteous, friendly, and helpful to mangers, and fellow employees Willing to undertake any reasonable request made by management in any other areas of the office",19.0,HOURLY,"Providence, RI",,3.0,,18.0,Part-time,,1713532302000.0,,https://www.linkedin.com/jobs/view/103860943/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716124302000.0,,,,1713532302000.0,,0,PART_TIME,USD,BASE_SALARY,38480.0,2903.0,44007.0
18,111513530,United Methodists of Greater New Jersey,"Content Writer, Communications","Application opening date: April 24, 2024
Title: Content WriterClassification: ExemptBand Description: SpecialistSupervisor: Director of Communications
Position SummaryThe Content Writer develops and disseminates impactful written content for United Methodists of EPA and GNJ, supporting our mission to recruit and equip transformational spiritual leaders to make disciples and grow vital congregations to transform the world. This is a highly collaborative role in the EPA&GNJ Communications Team.
www.gnjumc.orgwww.epaumc.org
Essential FunctionsCraft and manage engaging content across various channels, aligning with EPA&GNJ’s objectives.Maintain EPA&GNJ editorial calendar.Direct the production of the quarterly “NEWSpirit” newspaper, coordinating content, design, publication, distribution, and budget to uphold high production values and fiscal responsibility.Manage, curate, and track the weekly “Digest” e-newsletter.Regularly write editorial features that highlight local church ministries and conference initiatives.Revising others written content to ensure all-around consistency (style, fonts, images and tone)Compile and produce publications like the AC Pre-Conference Workbooks and the AC Journal.Balance and weigh written and visual content to reflect diversity, intercultural competency, and theological differences within our conferences.
Organizational ResponsibilitiesRelated communications duties such as social media assistance, photography, and representing communications team on project teams.Serve as a participant or as a project manager for projects as assigned.Assist in EPA & GNJ meetings and events.
Core CompetenciesCommitted to continuously grow in intercultural competenceBuild and maintain relationships that are rooted in honesty, integrity and honoring confidentialityWork collaboratively with others to produce innovative solutionsNetworking and initiativeMeet deadlinesAbility to convert ideas into stories, linking EPA&GNJ’s mission to action
QualificationsPortfolio of published articles (electronic and print)Excellent writing and editing skills in EnglishEvidence of collaboration with clients and within an office environmentHands-on experience with MailChimp, WordPress, SEO tools, Microsoft Suite, and social mediaFamiliarity with web publicationsPhotography skills preferred
EducationBachelor’s degree in journalism, communications, or public relations
TravelThe position requires some evening and weekend responsibilities and some travel beyond the office. The position works in a hybrid model from the EPA office in Norristown, PA and GNJ office in Neptune, NJ.
EPA & GNJ employees through their work help fulfill our mission: recruit and develop transformational leaders to make disciples and grow vital congregations to transform the world. EPA & GNJ values as an organization and in its employeesinnovation and risk takingexcellence in its ministry and servicecompassionate and just servicediversitycollaborationUnited Methodists of Eastern Pennsylvania and Greater New Jersey view all employees as leaders who are critical to the mission, capable of growth and valued.
Inquiries and resumes to be sent to jkim@gnjumc.org until position is filled.
Download the full Job Description: Content Writer-2024",,,Greater Philadelphia,4028816.0,10.0,,,Full-time,1.0,1713457320000.0,,https://www.linkedin.com/jobs/view/111513530/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1716049320000.0,,,,1713457320000.0,,0,FULL_TIME,,,,,
19,115639136,Shannon Waltchack,Controller,"WORK @ SWShannon Waltchack (SW) is seeking a Commercial Property Manager to manage a portion of its commercial real estate portfolio. ABOUT SWAt SW, We Help People - our clients, investors and tenants - maximize value, build wealth, see the future, cultivate relationships, and make great real estate decisions. Our experienced team is rooted in our core values: Gratitude, Integrity, Drive & Innovation. We started our property management department to enhance and protect our own properties. Realizing our own success and knowing others could benefit from it, we expanded this service to include our clients and we now manage over 125 properties throughout the United States. ABOUT THE POSITIONReporting to the VP Finance & Administration (VP), the Controller will help oversee the responsibilities of the Accounting Department, specifically, the accounting operations of the real estate portfolio of Shannon Waltchack affiliates and Third-Party Owners managed by Shannon Waltchack. The Controller should relieve the VP of certain responsibilities and provide general oversight of accounting items including Accounts Receivable, Accounts Payable, reconciliations, property financials and other Property Accounting functions. The Controller will supervise staff as determined by the VP. Essential Responsibilities include, but are not limited to:· Develop, document, and implement internal controls· Lead, manage and hold accountable direct reports· Prepare, review, adjust and post Journal Entries· Treasury management, lender and bank reconciliations· Oversee Charge and Receipts for properties· Manage Check Run and ACH Payments· Prepare and approve Wires· Oversee financial statement reporting, accruals, and adjustments for properties· Compile quarterly asset management report and make investor distributions· Oversee 1099 Preparation and distribution· Oversee OPEX reconciliations· Oversee Property Contract administration and Vendor compliance· Various activities needed to support the VP, President, Partners and Investors PREFERRED QUALIFICATIONSBachelor’s degree in accounting or related discipline is preferredCertified Public Accounting (CPA) DesignationMinimum 5 years experience in real estate accountingAbility to comprehend, analyze, and interpret real estate terms, principals, and documentsHigh degree of initiative, self-direction, and attention to detailExcellent written and oral communication skillsStrong organizational and analytical skillsMust be proactive, responsive and resourcefulAbility to multi-task and work well under pressure requiredDemonstrated knowledge of Microsoft Office 365Yardi Property Management Software
",,,"Birmingham, AL",988555.0,61.0,,,Full-time,4.0,1713209850000.0,,https://www.linkedin.com/jobs/view/115639136/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1728761841000.0,,,"Strong interpersonal communication skills and strong organizational skills are a must. Must be proficient in Microsoft Word, Excel and have excellent computer skills.",1713209850000.0,,0,FULL_TIME,,,,35203.0,1073.0
