Unnamed: 0,YearlyCompensation,Age,Gender,Location,JobTitle,CompanyName,Description,PayPeriod,SalaryMin,WorkType,WorkType.1,ListedTime,ApplicationType,ExperienceLevel,ListedTime.1,PostingDomain,WorkType.2,WorkType.3,Currency,CompensationType,ZipCode,MLIncorporation,CoursesCoursera,MLExperienceYears,Education,DataScienceTeamSize,CompanySize,Industry,PrimaryToolSelected,RemoteFriendly,SalaryMedian
4496.0,"90,000-99,999",35-39,Male,"Newark, NJ",Associate Actuary,Prudential Financial,"Job Classification:

Actuarial - Actuarial

At Prudential, we believe talent is key to achieving our vision. When you join Prudential, you’ll unlock a motivating and impactful career – all while growing your skills and advancing your profession at one of the world’s leading financial services institutions!

The GAAP Valuation team within the Individual Life Insurance (ILI) Valuation function is responsible for preparing the actuarial portion of the GAAP results and the underlying earnings story of the Individual Life business. The team is seeking an Associate Actuary to help drive execution of the monthly production process and produce insightful analytics that crisply explain results to business partners and management. The ideal candidate will have a focus on, and ownership mentality of, all reporting-related tasks and a passion for developing insights for business partners and ILI management to drive business outcomes.

The current EWA for this position is Hybrid and requires your on-site presence on a reoccurring basis as determined by your business. Your manager will provide additional details relative to the specific number of days you are expected to be on-site.

What you can expect:

Complete quarterly production tasks in a timely manner to support reporting of various GAAP balances (DAC, URR, Net Liability Reserves, SOP03-1, Cost of Reinsurance, Loss Recognition, and FAS133 Embedded Derivative), which may include review of inputs received from business partners, valuation system runs, and preparation of reports and analytics. Assist with ad-hoc strategic initiatives (e.g. Potential Reinsurance transactions, Annual Assumption Unlock quantifications, and Sensitivities analysis). Produce insightful analytics around quarterly GAAP valuation processes to drive business insights, linking actuarial movements to underlying drivers of the ILI business. Exhibit an ownership mentality with business partner deliverables (Finance, Forecasting) to thoroughly understand downstream uses to drive insights and outcomes. Utilize available technology (e.g. SQL, Python, PowerBI) to develop and expand reporting tools and analytics for more efficient and effective communication of results to management and stakeholders. Proactively analyze predictors of reserve balances to ILI management and business partners. Work closely with Modeling associates to perform user acceptance testing of enhancements to ILI valuation system and Liability Data Warehouse to ensure accuracy of amounts booked to ledger accounts and attributions of GAAP balances. 

Qualifications

Strong organizational and project management skills coupled with a high degree of curiosity on current processes and systems. Strong analytics skills and ability to critically review own work and work product of other team members. Ability to collaborate to develop creative yet practical solutions to challenging problems to meet the needs of our customers. Ability to partner effectively with colleagues across multiple time zones, business groups, and corporate areas. Excellent oral and written communication skills. 3+ years of experience, with progress toward FSA designation. Coding (SQL, Python, vba), prior actuarial model experience (Poly, AXIS, ALFA, Prophet), and/or familiarity with individual life insurance products or GAAP reporting requirements desired but not required. 

Prudential welcomes all applicants, even if you don't meet every requirement. If your skills align with the role, we encourage you to apply.

At Prudential, you can:

We equip and empower our employees to expand their skills and experience by using powerful learning, gigs, and job opportunities. We offer a suite of services including 1:1 Career advice, on demand resources and networking to propel your career forward.

We’re a global organization, full of outstandingly dedicated people who aren’t afraid to think differently, challenge the status quo and take sensible risks along the way. You will enjoy pushing boundaries as we build innovative technology that helps clients, customers and employees live their best lives. You will have access to leadership and learning opportunities and the resources needed to take your career in any direction. We will help you do your best work, offering flexibility, while delivering on our Purpose.

What we offer you:

Market competitive base salaries, with a yearly bonus potential at every levelMedical, dental, vision, life insurance, disability insurance, Paid Time Off (PTO), and leave of absences, such as parental and military leaveRetirement plans:401(k) plan with company match (up to 4%)Company-funded pension planWellness Programs to help you achieve your wellbeing goals, including up to $1,600 a year for reimbursement of items purchased to support personal wellbeing needsWork/Life Resources to help support topics such as parenting, housing, senior care, finances, pets, legal matters, education, emotional and mental health, and career development. Tuition Assistance to help finance traditional college enrollment toward obtaining an approved degree, many accredited certificate programs, and industry designations. Employee Stock Purchase Plan: Shares can be purchased at 85% of the lower of two prices (Beginning or End of the purchase period), after one year of service. 

To find out more about our Total Reward package, see our Total Rewards Brochure. Some of the above benefits may not apply to part-time employees scheduled to work less than 20 hours per week.

Note: Prudential is required by state specific laws to include the salary range for this role when hiring a resident in applicable locations. The salary range for this role is from $115,800.00 to $172,300.00. Specific pricing for the role may vary within the above range based on many factors including geographic location, candidate experience, and skills. Roles may also be eligible for additional compensation and/or benefits. Eligibility to participate in a discretionary annual incentive program is subject to the rules governing the program, whereby an award, if any, depends on various factors including, without limitation, individual and organizational performance. In addition, employees are eligible for standard benefits package including paid time off, medical, dental and retirement.

Prudential Financial, Inc. of the United States is not affiliated with Prudential plc. which is headquartered in the United Kingdom.

Prudential is a multinational financial services leader with operations in the United States, Asia, Europe, and Latin America. Leveraging its heritage of life insurance and asset management expertise, Prudential is focused on helping individual and institutional customers grow and protect their wealth. The company's well-known Rock symbol is an icon of strength, stability, expertise and innovation that has stood the test of time. Prudential's businesses offer a variety of products and services, including life insurance, annuities, retirement-related services, mutual funds, asset management, and real estate services.

We recognize that our strength and success are directly linked to the quality and skills of our diverse associates. We are proud to be a place where talented people who want to make a difference can grow as professionals, leaders, and as individuals. Visit www.prudential.com to learn more about our values, our history and our brand.

Prudential is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, sex, sexual orientation, gender identity, national origin, genetics, disability, marital status, age, veteran status, domestic partner status , medical condition or any other characteristic protected by law.

The Prudential Insurance Company of America, Newark, NJ and its affiliates.

Note that this posting is intended for individual applicants. Search firms or agencies should email Staffing at staffingagencies@prudential.com for more information about doing business with Prudential.

PEOPLE WITH DISABILITIES:

If you need an accommodation to complete the application process, which may include an assessment, please email accommodations.hw@prudential.com.

Please note that the above email is solely for individuals with disabilities requesting an accommodation. If you are experiencing a technical issue with your application or an assessment, please email careers.technicalsupport@prudential.com to request assistance.",MONTHLY,39249.188,Full-time,FULL_TIME,1712370627000.0,OffsiteApply,Entry level,1712370627000.0,pru.wd5.myworkdayjobs.com,Full-time,FULL_TIME,USD,BASE_SALARY,7102.0,We are exploring ML methods (and may one day put a model into production),Coursera,20+ years,I prefer not to answer,15-19,Large,Manufacturing,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,97449.31772671336
9963.0,"2,000-2,999",25-29,Female,"Hackensack, NJ",Certified Home Health Aide CHHA Bergen County,Elara Caring ,"Job Description

Job Description

We love people who care for people. Join our Elara Caring family as a Caregiver.

Weekday Base Pay: $18.00. Private Duty Cases 

Why Join the Elara Caring mission?

Teamwork environmentcompetitive compensation packageWeekly or Daily paycheckBilingual opportunities availableFlexible scheduleComprehensive onboarding and mentorshipOpportunities for advancementMedical, dental, and vision benefits, 401K match.

Special Employee Benefits

Holiday Pay (where applicable)Higher Pay on Weekends & Evenings (where applicable)Sick time off (40 hours)Annual Performance IncentiveAnnual Pay Raise

What is Required?

Passion for helping people including bathing, housekeeping, and meal prep.Reliable transportation to perform job responsibilities.Occasional heavy lifting: Ability to work for extended periods of time while standing and being involved in physical activity.NJ Certified Home Health Aide (CHHA) License.

You will report to the Care Team Supervisor.

This is not a comprehensive list of all job responsibilities; a full job description will be provided.

Elara Caring participates in E-Verify and we will provide the Federal Government with your Form I-9 information to confirm that you are authorized to work in the United States. Employers like Elara Caring can only use E-Verify once you have accepted the job offer and completed the Form I-9.

If you are an individual with a disability and are unable or limited in your ability to use or access our career site as a result of your disability, you may request reasonable accommodations by reaching out to recruiting@elara.com. 

Elara Caring provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to sex (including pregnancy, childbirth or related medical conditions), race, color, age (40 and older), national origin, religion, disability, genetic information, marital status, sexual orientation, gender identity, gender reassignment, protected veteran status, or any other basis prohibited under applicable federal, state or local law.   

Elara Caring participates in E-Verify and we will provide the Federal Government with your Form I-9 information to confirm that you are authorized to work in the United States. Employers like Elara Caring can only use E-Verify once you have accepted the job offer and completed the Form I-9.

If you are an individual with a disability and are unable or limited in your ability to use or access our career site as a result of your disability, you may request reasonable accommodations by reaching out to recruiting@elara.com. 

Click below for a glimpse into the day in the life of an Elara Caregiver!",HOURLY,57010.0,Part-time,PART_TIME,1713279142000.0,OffsiteApply,Entry level,1713279142000.0,careers.elara.com,Part-time,PART_TIME,USD,BASE_SALARY,7601.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
6646.0,"2,000-2,999",25-29,Female,"Boise, ID",Bookkeeper,Boise Contemporary Theater,"Company DescriptionBoise Contemporary Theater is a professional theater company located in the heart of Boise's Cultural District in Boise, Idaho. Our Mainstage season runs from October through May and features both equity and non-equity actors. In addition to our Mainstage productions, we also host the 5X5 Reading Series, 5X5 WEST, Children's Reading Series, and our Music Series. As part of our commitment to arts education and outreach, we have a well-known education program called BCT Theater Lab, which offers scholarship programs for Idaho's youth.
Role DescriptionThis is an on-site contract role for a Bookkeeper at Boise Contemporary Theater in Boise, ID. The Bookkeeper will be responsible for managing financial statements, bookkeeping, and journal entries using accounting software. The role will also involve working closely with the Managing Director and Board Finance Committee to ensure accurate and up-to-date financial records.
QualificationsExperience in financial statements and bookkeepingProficiency in accounting software, particularly QuickbooksKnowledge of finance principlesAbility to create and manage journal entriesAttention to detail and accuracyStrong organizational and time management skillsExcellent communication and interpersonal skillsExperience in the performing arts industry is a plusExperience in accounting, finance, or related field
Duties and Responsibilities ● Processing income and receipts and entering data into Quickbooks, maintaining clear digital and physical records ● Preparing monthly financial statements with CPA for Board of Directors● Paying vendor invoices and tracking bank account and credit card balances ● Preparing employee and contractor wages on a weekly basis ● Completing Sales Tax payments each month ● Work with CPA to complete annual audit ● Support Managing Director with annual budget ● Assist with additional administrative tasks as needed 
Work EnvironmentBoise Contemporary is a highly collaborative, high-energy work place. Performance and Education programming changes every 6-10 weeks while the day to day work remains relatively consistent",HOURLY,20.0,Contract,CONTRACT,1713393648000.0,ComplexOnsiteApply,Executive,1713393648000.0,jobs.rexel.com,Contract,CONTRACT,USD,BASE_SALARY,83702.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Medium,Retail,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,100614.16470812884
1318.0,"2,000-2,999",25-29,Female,United States,Account Executive *REMOTE*,Talentify.io,"Account Executive (Outside Sales) Hiring Company does work that matters, and we do it with people that matter. We encourage and empower our team members to pave their own career path, grow their skills, learn from each other, and bring forward those outside-the-box ideas. We care about the whole person and

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",MONTHLY,90862.2,Full-time,FULL_TIME,1712653944000.0,OffsiteApply,Mid-Senior level,1712653944000.0,tfy.io,Full-time,FULL_TIME,USD,BASE_SALARY,17181.6,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
8835.0,"2,000-2,999",25-29,Female,"Chapel Hill, NC",CERTIFIED NURSING ASSISTANT - PARKVIEW HEALTH AND REHABILITATION CENTER,Liberty Healthcare and Rehabilitation Services,"
Liberty Cares
With Compassion

***$5,000 Sign on Bonus***
At Liberty Healthcare and Rehabilitation Services, we promote a challenging, but rewarding opportunity in a caring environment. 
We are currently seeking an experienced:

CERTIFIED NURSING ASSISTANT (CNA)

Full Time, Nights

Job Description: Assist residents with bathing, dressing, personal hygiene, and all ADL’s as needed during shift. Assist with oral hygiene including denture care when getting up in the morning, after meals, at bedtime, and/or when needed. Completes patient care records at end of shift, including accurate I and O. Performs other duties as assigned. Assist charge nurse with resident needs and treatments as directed.


Job Requirements: 18 years of age or older and have a high school diploma or equivalent. Certified nursing assistant, listed in the DFS registry. Willing to care for geriatric patients and have a genuine concern for their welfare. Willing to receive, understand, and follow orders. Attend in-service training and other staff meetings as required.

Visit www.libertyhealthcareandrehab.com for more information.
Background checks/drug-free workplace.
EOE. 
PI239311441",WEEKLY,121237.0,Full-time,FULL_TIME,1712666381000.0,OffsiteApply,Entry level,1712666381000.0,www.click2apply.net,Full-time,FULL_TIME,USD,BASE_SALARY,27514.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
8849.0,"2,000-2,999",25-29,Female,"Candler, NC",CERTIFIED NURSING ASSISTANT - PISGAH MANOR,Liberty Healthcare and Rehabilitation Services,"
Liberty Cares
With Compassion
****$3,600 Sign on Bonus Available****
At Liberty Senior Living is currently seeking an experienced: 

CERTIFIED NURSING ASSISTANT (CNA)

Full Time, Evenings - (3pm - 11pm)

Job Description: Assist residents with bathing, dressing, personal hygiene, and all ADL’s as needed during shift. Assist with oral hygiene including denture care when getting up in the morning, after meals, at bedtime, and/or when needed. Completes patient care records at end of shift, including accurate I and O. Performs other duties as assigned. Assist charge nurse with resident needs and treatments as directed.


Job Requirements: 18 years of age or older and have a high school diploma or equivalent. Certified nursing assistant, listed in the DFS registry. Willing to care for geriatric patients and have a genuine concern for their welfare. Willing to receive, understand, and follow orders. Attend in-service training and other staff meetings as required.

Visit www.libertyhealthcareandrehab.com for more information.
Background checks/drug-free workplace.
EOE. 
PI239204237",YEARLY,60000.0,Full-time,FULL_TIME,1712402198000.0,OffsiteApply,Executive,1712402198000.0,www.click2apply.net,Full-time,FULL_TIME,USD,BASE_SALARY,28715.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
3766.0,"2,000-2,999",25-29,Female,"Lincoln, CA",Assistant Civil Engineer,Insight Global,"Required Skills and Experience *· Bachelor's degree in any engineering discipline· 2+ years of experience in Civil or Environmental Engineering, with field experience· Understanding of construction design, land development, traffic engineering, transportation planning, solid waste management/landfill operation, dependent special district engineering/administration, or flood control district engineering/ administration.· Proficient in MS Office applicationsValid drivers license
Nice to Have Skills and ExperienceExperience in solid waste civil engineering
Job Description *Job Description:Department of Public Works - Western Placer Waste Management Authority (WPWMA): This division is a Joint Powers Authority comprised of Placer County and the cities of Lincoln, Rocklin, and Roseville, and serves the waste and recycling needs for most Placer County residents and businesses - excluding the Tahoe and Truckee area. The WPWMA campus consists of a mixed-waste Materials Recovery Facility, a Construction & Demolition recycling facility, composting facilities, a household hazardous waste facility, recycling buyback and public drop off facilities in addition to the only active landfill in Placer County.
Duties and Responsibilities:· Recommend and assist in the implementation of assigned unit goals and objectives; establish schedules and methods for assigned area of responsibility; implement policies and procedures.· Evaluate operations and activities of assigned responsibilities; recommend improvements and modifications; prepare various reports on operations and activities.· Participate in budget preparation and administration; prepare cost estimates for budget recommendations; submit justifications for staff and equipment; monitor and control expenditure.· Participate in the selection of staff; provide or coordinate staff training; conduct performance evaluations; recommend discipline; implement discipline procedures as directed.· Answer questions and provide information to the public; investigate complaints and recommend corrective action as necessary to resolve complaints.· Build and maintain positive working relationships with co-workers, other County employees and the public using principles of good customer service.· Perform related duties as assigned.
Ability to:· On a continuous basis, know and understand all aspects of the job; intermittently analyze work papers, reports and special projects; identify and interpret technical and numerical information; observe and problem solve operational situations, technical policies and procedures.· On a continuous basis, sit at desk for long periods of time; intermittently, bend, squat, climb, kneel and twist while performing occasional field work; intermittently twist to reach equipment surrounding desk; perform simple grasping and fine manipulation; use telephone, and write or use a keyboard to communicate through written means; regularly lift heavy weight.· Interpret and explain pertinent County and department policies and procedures.· Assist in the development and monitoring of an assigned program budget.· Develop and recommend policies and procedures related to assigned operations.· Establish and maintain effective working relationships with those contacted in the course of work.· Work with various cultural and ethnic groups in a tactful and effective manner.· Communicate clearly and concisely, both orally and in writing.",MONTHLY,24439.35,Contract,CONTRACT,1713279888000.0,ComplexOnsiteApply,Mid-Senior level,1713279888000.0,careers.servicenow.com,Contract,CONTRACT,USD,BASE_SALARY,95648.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
1052.0,"90,000-99,999",35-39,Male,"Brentwood, TN","AVP, Talent Acquisition",Lifepoint Health®,"LifePoint Health is a leading healthcare organization committed to providing compassionate, quality care to communities across the United States. With a focus on patient-centered care and clinical excellence, we are dedicated to attracting top talent to join our dynamic team and help us fulfill our mission of Making Communities Healthier.
We are seeking an experienced and strategic-minded Assistant Vice President (AVP) of Talent Acquisition to join our team. This role will be responsible for leading the development and execution of talent acquisition strategies, ensuring alignment with organizational goals and objectives. As a subject matter expert, the AVP will play a key role in shaping the future of our workforce. 
Key Responsibilities:Strategic Alignment: Collaborate closely with leadership to align talent acquisition resources with business needs, ensuring a 'best in class' service delivery mindset.Stakeholder Engagement: Develop and maintain relationships with key stakeholders, including Operations leadership, HR Business Partners, and external partners such as vendors and search firms.Team Leadership: Lead, mentor, and evaluate the performance of the strategic recruiting team, driving departmental objectives and fostering a culture of excellence.Candidate Experience: Utilize industry knowledge and trends to enhance the candidate experience, ensuring a seamless and positive journey for all applicants.Recruitment Marketing: Partner with the Recruitment Marketing team to identify growth strategies and implement employer branding initiatives to attract top talent.Compensation Alignment: Collaborate with the compensation team to ensure job offers are competitive within the market.Data-Driven Decision Making: Leverage data to assess the effectiveness of recruitment initiatives and make strategic decisions to drive continuous improvement.Additional Information:Regulatory Compliance: Exhibit an understanding of healthcare regulatory and compliance requirements, including HIPAA.Supervisory Responsibilities: Manage, train, and develop team members, ensuring quality standards and performance objectives are met.
Qualifications:
Education: Bachelor's Degree or equivalent experience.
Experience: Minimum of 7 years in recruiting/human resources, with at least 3 years in a leadership role.
At LifePoint Health, we are committed to excellence in patient care and employee satisfaction. Joining our team means being part of a healthcare organization that is dedicated to Making Communities Healthier and providing opportunities for professional growth and development. We offer competitive compensation, comprehensive benefits, and the chance to make a meaningful difference in the lives of others. 
If you are passionate about talent acquisition and driving success in healthcare, we want to hear from you. Apply now to join our team as the AVP of Talent Acquisition and help shape the future of healthcare delivery at LifePoint Health.",MONTHLY,52143.458,Full-time,FULL_TIME,1712639230000.0,ComplexOnsiteApply,Director,1712639230000.0,www.careers.msccruises.com,Full-time,FULL_TIME,USD,BASE_SALARY,37027.0,We are exploring ML methods (and may one day put a model into production),Coursera,20+ years,I prefer not to answer,15-19,Large,Manufacturing,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,97449.31772671336
9918.0,"2,000-2,999",25-29,Female,"Battle Creek, MI",Central Supply Coordinator,Ciena Healthcare,"The Central SupplyCoordinator/Schedulerprovides staffing and scheduling for the nursing staff to ensure that the highest degree of quality care can be provided to our residents at all times. In this role, you will also monitor inventory and order supplies.

Laurel Health Care Company offers one of the leading employee benefit packages in the skilled nursing industry, including health insurance, 401K with matching funds, paid time off and paid holidays. When you work with Laurel Health Care Company, you will join an experienced, hard-working team that values communication and collaboration.

Why just work when you can help shape a legacy?

Responsibilities:

Prepares schedule for the nursing department by scheduling all Licensed Nurses (RN/LPN) and C.N.A.’s to ensure state mandated staffing ratios (PPD) are maintained.Monitor overtime and make daily staffing adjustments according to census needs.Maintain daily roster sheets for each shift.Daily review of previous day’s time clock punches with schedules.Monitor inventory of supplies, recommend replenishing supply orders.


Qualifications:

High school diploma or equivalent

STNA certification preferred

Required Nurse Aide

About Laurel Health Care Company

Laurel Health Care Company (The Laurels) is a national provider of skilled nursing, subacute, rehabilitative and assisted living services dedicated to achieving the highest standards of care.

At The Laurels, caring is more than providing excellent medical and guest services. It's also being a companion, and treating each guest with the utmost dignity, respect and compassion. It's what we call ""The Laurel Way of Caring"", and it comes from within each one of us.

The Laurels was named a Great Place to Work for 2020 based on approximately 3,500 employee surveys that evaluated more than 60 elements of employee experience on the job, including employee pride in community impact, belief that their work makes a difference, and feeling their work has special meaning.",MONTHLY,35347.0,Full-time,FULL_TIME,1712886568000.0,OffsiteApply,Entry level,1712886568000.0,jobs.apploi.com,Full-time,FULL_TIME,USD,BASE_SALARY,49014.0,We are exploring ML methods (and may one day put a model into production),Coursera,3-4 years,Doctoral degree,1-2,Large,Entertainment,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,98161.55777439784
6997.0,"100,000-124,999",22-24,Male,Algeria,Business Analyst,Publicis Imagine,"JOB TITLE: Commercial Account ExecutiveJOB TYPE: FLSA ExemptREPORTS TO: Director of Client Services – Business Insurance/Property & Casualty
ESSENTIAL DUTIES & RESPONSIBILITIES:DocumentationManage the Client Insurance Program, utilizing agency management system. As a matter of routine, manages larger and more complex accounts than the Associate Account Executive. Duties include those that are done directly (higher level) or accomplished through other resources (i.e. assigned Account Managers or external resources) and not limited to: A point of contact with the ProducerInitiate correspondence with the marketplaceAct as a contact with vendors to ensure proper processing of requests necessary to effectively maintain the client’s insurance programMaintain positive client relationship and have the ability to analyze situations, make reasonable decisions and follow-through.Begin to demonstrate a consultative ability to instruct and guide the clientManage upcoming deadlines and events (perhaps under direction of Executive Team Lead, Sr. Account Executive, or Producer), informing and updating the Producer, as needed.Manage Accounts ReceivablesManage Direct Billing with respect to CancellationsResponsible for ensuring the following are accomplished (via delegation to Account Managers or external resources):Create Acord applications, including Supplementals, as needed, for submissions to Marketing Department and/or carriers.Create and complete COPE spreadsheets, as needed.Prepare Loss SummariesPrepare proposals for renewal termsIssue Acord Insurance Binders for renewal termsInitiate Premium Finance RequestsPrepare Schedules of Insurance for delivery to clientPrepare policies for delivery to clientProcess Policy Audits and Monthly ReportsIdentify and resolve Accounting discrepanciesCreate requests for changes to client’s coveragesProcess mail and phone requests on daily basisPrepare Acord applicationsPrepare documents for renewal terms, including Insurance Proposals, Acord Insurance Binders and Certificates of InsuranceAdhere to document retention software documentation guidelinesPerform Quality check and control on insurance policies in their entiretyIn absence of more senior team members, provide direction and guidance to other members when appropriate  TeamworkFunction as team member of the Client Services team to ensure superior service to all MMA Clients. These activities include but are not limited to:Delegate tasks to Account Managers, as well as outsourcing teams, as appropriate.Ensure tasks from both Account Manager and outsourcing team are completed as directedEnsure Account Manager is performing all tasks as outlined in the MMA Assistant Account Manager or Account Manager Job DescriptionTreat clients, prospects, and company employees with courtesy and respect.Contribute to a team approach toward meeting goals and providing excellent client service.Coordinate and monitor usage and quality of outsourcing teamsSupport the training and growth of the Account Manager, being a part of their training and development Technical ExpertiseDemonstrate the technical expertise to assist in maintaining the Client Insurance Program. These duties include but are not limited to:o Analyze insurance quotes and make recommendationso Comprehend and interpret Insurance Contract requirements for Certificateso Communicate with insurance carriers as neededo Communicate with clients as neededo Client facing meeting as required, either in-house or offsiteo Become proficient using premium analysis software.o Utilize carrier online rating programs as necessary.Maintain knowledge of policy forms and endorsements with ability to explain detailed coverage provisions to the client and Account ManagerDesign insurance program for client based on defined needsUtilize agency management system to monitor pre-defined activities (policies past expiration, aged A/R, SIC codes, etc.)Identify and address any coverage gaps with producer, carrier and clientBegin to become subject matter expert and resource in area of interest or technical capability.
REQUIREMENTS: Licensed: Texas P&C Agent preferredEducation: Bachelor’s Degree, preferredo (Internal) 18-36 months of Associate Account Executive experience preferredo (External) Minimum of 3-5 years of midmarket Commercial Account Manager experience preferredo Completion of CIC and CRM preferredo If no designation, then 5-7 years of experience as an Account Manager preferredo Demonstrate ability to multi-task and prioritize worko Willingness to work to meet client needs beyond scheduled hours.o Proficient at Word, Excel, and current internet technologies.o Demonstrate proactive work style - Does not have to be asked or reminded of tasks. o Ability to learn, analyze and comprehend commercial lines of insurance.o Demonstrate ability to service clients effectively through problem solving, appropriate confidentiality, diplomacy, sensitivity and tactfulnesso Demonstrate track record of interacting with, meeting with and partnering with assigned clients to achieve mutually desired outcomes via routine client contact by phone, e-mail and periodic meetings and planning sessions.",MONTHLY,75004.4,Contract,CONTRACT,1712774813800.0,OffsiteApply,Internship,1712774813800.0,jobs.chicos.com,Contract,CONTRACT,USD,BASE_SALARY,49629.8,No (we do not use ML methods),Coursera,20+ years,No formal education past high school,15-19,Medium,Manufacturing,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",No,100099.61130963592
