company_id,name,description,company_size,state,country,city,zip_code,address,url
1053,Intel Corporation,"Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us. ",7.0,California,US,Santa Clara,95052,Robert Noyce Building,https://www.linkedin.com/company/intel-corporation
1060,Ericsson,"Our purpose 
To create connections that make the unimaginable possible.

Our vision
A world where limitless connectivity improves lives, redefines business and pioneers a sustainable future.

Our values
Perseverance, professionalism, respect and integrity.

The future is a place for purpose & vision – ours are clear, and we invite partners, customers and consumers to join us in our journey. 

For a brighter future. For all. Let's #ImaginePossible",7.0,Stockholm,SE,Kista,0,Torshamnsgatan 21,https://www.linkedin.com/company/ericsson
1063,Cisco,"Cisco (NASDAQ: CSCO) enables people to make powerful connections--whether in business, education, philanthropy, or creativity. Cisco hardware, software, and service offerings are used to create the Internet solutions that make networks possible--providing easy access to information anywhere, at any time. 

Cisco was founded in 1984 by a small group of computer scientists from Stanford University. Since the company's inception, Cisco engineers have been leaders in the development of Internet Protocol (IP)-based networking technologies. Today, with more than 71,000 employees worldwide, this tradition of innovation continues with industry-leading products and solutions in the company's core development areas of routing and switching, as well as in advanced technologies such as home networking, IP telephony, optical networking, security, storage area networking, and wireless technology. In addition to its products, Cisco provides a broad range of service offerings, including technical support and advanced services. 

Cisco sells its products and services, both directly through its own sales force as well as through its channel partners, to large enterprises, commercial businesses, service providers, and consumers.",7.0,CA,US,San Jose,95134,Tasman Way,https://www.linkedin.com/company/cisco
1066,Motorola Mobility (a Lenovo Company),"As part of the Lenovo family, Motorola Mobility is creating innovative smartphones and accessories designed with the consumer in mind. That’s why we’re looking for the thinkers, innovators and problem solvers who believe in working together to challenge the status quo. If you share our commitment to creativity and a passion for bringing new possibilities to life in mobile technology, we want you to say hello to Moto.

Motorola has a long history of inventing game-changing technology. As a member of the Motorola team, you’ll help us continue our legacy by collaborating with talented colleagues around the globe to create new products that are not only different, but better. We thrive in an open and supportive culture, working in teams where your contribution has impact. We believe in transparency across all levels of the business, valuing every person’s opinion and encouraging new ways of thinking. Here, we all take accountability for our work, we drive consumer-centric decision-making, and we enable our people to push the line of innovation.

Want in? Let’s get started on something different, together.

Hello you. Hello Motorola.

http://lenovocareers.com/areas-mobile.html",5.0,Illinois,US,Chicago,60654,222 W. Merchandise Mart Plaza,https://www.linkedin.com/company/motorola-mobility
1068,JPMorgan Chase & Co.,"With a history tracing its roots to 1799 in New York City, JPMorgan Chase is one of the world's oldest, largest, and best-known financial institutions—carrying forth the innovative spirit of our heritage firms in global operations across 100 markets.
 
We serve millions of customers and many of the world’s most prominent corporate, institutional, and government clients daily, managing assets and investments, offering business advice and strategies, and providing innovative banking solutions and services.

Social Media Terms and Conditions: https://bit.ly/JPMCSocialTerms

© 2024 JPMorgan Chase & Co. All rights reserved. JPMorgan Chase is an Equal Opportunity Employer, including Disability/Veterans.
 ",7.0,NY,US,New York,10017-2014,270 Park Avenue,https://www.linkedin.com/company/jpmorganchase
1070,Nokia,"At Nokia, we create technology that helps the world act together. 

As a B2B technology innovation leader, we are pioneering the future where networks meet cloud to realize the full potential of digital in every industry.

Through networks that sense, think and act, we work with our customers and partners to create the digital services and applications of the future. 


For our latest updates, please visit us online www.nokia.com  

To view open positions and to apply, please visit: www.nokia.com/careers  ",7.0,Southern Finland,FI,Espoo,02610,Karakaari 7,https://www.linkedin.com/company/nokia
1073,EY,"EY exists to build a better working world, helping create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.

Find out more about the EY global network http://ey.com/en_gl/legal-statement",7.0,0,GB,London,SE1 2DA,6 More London Place,https://www.linkedin.com/company/ernstandyoung
1079,KPMG US,"KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners throughout the US, we’re leading the industry in new and exciting ways. Our size and strength make us much more agile and responsive to changing trends.",7.0,NY,US,New York,10154,345 Park Avenue,https://www.linkedin.com/company/kpmg-us
1088,NXP Semiconductors,"NXP Semiconductors N.V. (NASDAQ: NXPI) enables a smarter, safer and more sustainable world through innovation. As a world leader in secure connectivity solutions for embedded applications, NXP is pushing boundaries in the automotive, industrial & IoT, mobile, and communication infrastructure markets. Built on more than 60 years of combined experience and expertise, the company has approximately 34,500 employees in more than 30 countries and posted revenue of $13.21 billion in 2022. Find out more at www.nxp.com.

Privacy Policy: https://www.nxp.com/company/about-nxp/privacy-policy-for-social-media-pages:PRIVACY-POLICY-SOCIAL-MEDIA",7.0,Noord-Brabant,NL,Eindhoven,5656 AG,High Tech Campus 60,https://www.linkedin.com/company/nxp-semiconductors
1090,Philips,"Over the past decade we have transformed into a focused leader in health technology.

At Philips, our purpose is to improve people’s health and well-being through meaningful innovation. We aim to improve 2.5 billion lives per year by 2030, including 400 million in underserved communities. 

We see healthcare as a connected whole. Helping people to live healthily and prevent disease. Giving clinicians the tools they need to make a precision diagnosis and deliver personalized treatment. Aiding the patient's recovery at home in the community. All supported by a seamless flow of data.

As a technology company, we – and our brand licensees – innovate for people with one consistent belief: there’s always a way to make life better.


Visit our website: http://www.philips.com/
Follow our social media house rules https://www.philips.com/a-w/about-philips/social-media.html",7.0,Noord-Holland,NL,Amsterdam,1096 BC,Amstelplein 2,https://www.linkedin.com/company/philips
